College,Year,Fielding_Percentage,Scoring,WL_Percentage,Hit_Batters,Earned_Run_Average,Triples_per_Game,Home_Runs_per_game,Slugging_Percentage,Double_Plays_per_Game,On_Base_Percentage,Stolen_Bases_per_Game,Strikeout-to-Walk_Ratio,Batting_Average,Doubles_per_Game,Shutouts,Team_Strikeouts_Per_Seven_Innings
Niagara,2017,0.951,3.73,0.422,,3.32,0.13,0.36,0.366,0.16,,0.42,,0.267,1.42,,
Niagara,2018,0.96,3.57,0.327,,4.24,0.08,0.51,0.328,0.22,,0.41,,0.228,0.86,,
Niagara,2019,0.95,3.2,0.36,32.0,4.07,0.04,0.44,0.338,0.18,0.317,0.36,1.74,0.236,1.18,3.0,
Nicholls State,2013,0.953,3.81,0.458,,3.25,0.17,0.35,0.358,0.44,,0.79,,0.267,1.06,,
Nicholls State,2014,0.96,3.57,0.358,,3.9,0.15,0.25,,0.26,,0.89,,0.264,0.91,,
Nicholls State,2015,0.962,5.52,0.542,,4.2,0.33,0.31,0.396,0.23,,1.21,,0.302,1.02,,
Nicholls State,2016,0.967,4.52,0.696,,1.89,0.25,0.32,0.382,0.29,,0.71,,0.291,1.07,,
Nicholls State,2017,0.966,4.39,0.649,,2.53,0.23,0.33,0.375,0.16,,1.05,,0.286,0.88,,
Nicholls State,2018,0.96,5.11,0.727,13.0,2.27,0.22,0.64,0.451,0.15,,0.8,,0.311,1.51,,
Nicholls State,2019,0.967,4.11,0.607,16.0,2.24,0.18,0.63,0.395,0.2,0.333,0.66,2.32,0.267,1.04,13.0,
Norfolk State,2013,0.929,6.15,0.585,,3.4,0.17,0.47,0.443,0.28,,1.04,,0.327,1.57,,
Norfolk State,2014,0.932,4.61,0.435,,3.17,0.07,0.78,,0.54,,0.8,,0.305,1.09,,
Norfolk State,2015,0.914,3.95,0.341,13.0,3.98,0.07,0.39,0.368,0.37,,0.2,,0.274,1.15,,
Norfolk State,2016,0.931,5.26,0.419,,5.08,0.12,0.51,0.395,0.33,,0.44,,0.263,1.7,,
Norfolk State,2017,0.96,3.25,0.333,,4.54,,0.61,0.359,0.31,,0.25,,0.249,0.94,,
Norfolk State,2018,0.932,4.3,0.42,11.0,3.58,0.08,0.76,0.404,0.26,,1.14,,0.268,1.12,,
Norfolk State,2019,0.944,4.44,0.556,18.0,2.67,0.09,0.58,0.386,0.42,0.345,2.0,2.07,0.27,1.2,8.0,
North Carolina,2013,0.971,4.87,0.656,,3.11,0.13,0.97,0.465,0.21,,0.84,,0.299,1.15,,
North Carolina,2014,0.973,5.42,0.48,,4.02,0.12,1.2,,0.28,,0.7,,0.278,0.76,,
North Carolina,2015,0.972,6.91,0.698,,3.3,0.17,1.74,0.588,0.45,0.428,0.55,,0.327,1.26,,
North Carolina,2016,0.955,5.14,0.561,,4.29,0.14,1.02,0.463,0.42,,1.79,,0.292,1.16,,
North Carolina,2017,0.966,5.0,0.656,,3.51,0.1,0.97,0.451,0.39,,1.74,,0.289,1.2,,
North Carolina,2018,0.965,4.02,0.536,,3.24,0.16,0.57,0.404,0.3,,2.07,,0.286,1.02,,
North Carolina,2019,0.972,4.72,0.655,37.0,2.88,0.29,0.52,0.398,0.34,0.379,2.14,2.35,0.282,0.78,15.0,
North Dakota,2013,0.941,3.25,0.25,,6.9,0.03,0.43,0.295,0.33,,0.93,,0.217,0.58,,
North Dakota,2014,0.935,3.29,0.133,,10.15,0.13,0.42,,0.31,,0.31,,0.256,1.24,,
North Dakota,2015,0.93,3.65,0.218,,7.84,0.02,0.85,0.406,0.2,,0.18,,0.247,1.33,,
North Dakota,2016,0.954,3.44,0.315,,4.76,0.07,0.48,0.358,0.37,,0.57,,0.253,1.15,,
North Dakota,2017,0.955,3.24,0.418,,3.62,0.09,0.58,0.361,0.33,,0.69,,0.239,1.13,,
North Dakota,2018,0.96,3.66,0.491,,3.47,0.28,0.36,0.355,0.23,,1.08,,0.244,1.23,,
North Dakota,2019,0.957,3.79,0.393,33.0,4.07,0.21,0.36,0.349,0.41,0.329,0.66,1.23,0.25,1.16,,
North Dakota State,2013,0.965,4.33,0.673,,2.51,0.18,0.78,0.389,0.41,,1.14,,0.25,0.82,,
North Dakota State,2014,0.972,5.7,0.667,,2.84,0.13,0.91,0.464,0.28,,1.19,,0.304,1.39,,6.66
North Dakota State,2015,0.973,6.43,0.804,,2.49,0.18,0.95,0.513,0.13,,2.16,,0.329,1.73,,
North Dakota State,2016,0.969,6.24,0.722,,2.98,0.15,0.8,0.478,0.31,0.407,1.96,,0.318,1.59,,
North Dakota State,2017,0.968,3.53,0.468,,3.19,0.03,0.76,0.382,0.18,,0.61,,0.245,1.1,,
North Dakota State,2018,0.973,3.62,0.642,,2.39,0.02,0.45,0.363,0.17,,0.92,,0.255,1.32,,
North Dakota State,2019,0.975,5.16,0.724,32.0,2.57,0.16,0.83,0.451,0.09,0.368,1.02,2.2,0.304,1.07,20.0,
North Florida,2013,0.965,3.93,0.737,,1.97,0.11,0.42,0.37,0.26,,1.0,,0.264,1.25,,
North Florida,2014,0.951,3.53,0.531,,2.68,0.08,0.45,,0.33,,0.8,,0.237,1.14,,
North Florida,2015,0.962,4.07,0.525,,3.72,0.17,0.51,0.382,0.25,,0.8,,0.269,1.02,,
North Florida,2016,0.962,3.63,0.408,,4.13,0.12,0.22,0.36,0.31,,0.88,,0.274,1.33,,
North Florida,2017,0.961,4.57,0.534,,2.71,0.12,0.38,0.397,0.47,,1.45,,0.295,1.41,,
North Florida,2018,0.954,2.46,0.444,,2.41,0.09,0.13,0.304,0.31,,1.28,,0.242,0.94,,
North Florida,2019,0.964,3.69,0.556,60.0,2.83,0.22,0.44,0.384,0.46,0.343,1.0,2.03,0.279,0.96,8.0,
North Texas,2013,0.968,4.28,0.547,,3.49,0.13,0.75,0.401,0.23,,1.26,,0.259,1.17,,
North Texas,2014,0.967,5.13,0.585,,3.81,0.25,0.85,,0.19,,1.13,,0.278,1.26,,
North Texas,2015,0.978,4.42,0.38,,5.41,0.18,0.98,0.438,0.12,,0.7,,0.273,0.98,,
North Texas,2016,0.973,3.95,0.4,,4.31,0.09,0.75,0.416,0.22,,1.47,,0.279,1.16,,
North Texas,2017,0.964,3.36,0.446,,4.3,0.16,0.57,0.371,0.29,,1.23,,0.249,1.05,,
North Texas,2018,0.956,4.25,0.481,,3.51,0.19,1.04,0.443,0.17,,1.17,,0.272,0.98,,
North Texas,2019,0.959,5.17,0.648,19.0,2.74,0.13,0.69,0.422,0.39,0.385,1.22,1.99,0.276,1.44,9.0,
Northern Colo.,2013,0.948,4.3,0.351,,5.46,0.32,0.47,0.378,0.19,,1.0,,0.249,1.23,,
Northern Colo.,2014,0.954,5.07,0.37,,5.24,0.11,0.98,,0.24,,0.94,,0.278,1.3,,
Northern Colo.,2015,0.963,5.79,0.407,,5.6,0.23,1.12,0.493,0.26,,1.07,,0.298,1.4,,
Northern Colo.,2016,0.949,3.93,0.214,,6.89,0.43,0.48,0.411,0.48,,1.14,,0.284,0.98,,
Northern Colo.,2017,0.953,3.58,0.364,,4.41,0.13,0.67,0.374,0.18,,0.8,,0.239,1.09,,
Northern Colo.,2018,0.963,4.41,0.5,,3.74,0.21,0.5,0.401,0.21,,0.98,,0.27,1.48,,
Northern Colo.,2019,0.96,3.21,0.264,21.0,5.7,0.15,0.32,0.327,0.32,0.311,0.6,1.56,0.234,1.06,2.0,
Northern Ill.,2013,0.953,3.95,0.466,,3.24,0.17,0.53,0.389,0.1,,0.74,,0.268,1.29,,
Northern Ill.,2014,0.953,4.77,0.456,,3.84,0.33,0.49,,0.42,,0.86,,0.286,1.25,,
Northern Ill.,2015,0.947,4.47,0.528,,3.35,0.25,0.83,0.429,0.4,,1.02,,0.277,1.11,,
Northern Ill.,2016,0.953,5.56,0.636,,2.75,0.27,1.07,0.483,0.51,,1.13,,0.293,1.24,,
Northern Ill.,2017,0.958,4.98,0.611,,3.2,0.11,0.72,0.411,0.41,,1.33,,0.282,1.06,,
Northern Ill.,2018,0.957,4.16,0.429,,3.49,0.36,0.54,0.405,0.39,,1.02,,0.271,1.14,,
Northern Ill.,2019,0.967,4.69,0.519,19.0,3.81,0.15,0.58,0.425,0.4,0.376,1.96,1.23,0.289,1.52,8.0,
Northern Ky.,2017,0.953,3.33,0.269,,5.07,0.06,0.6,0.372,0.35,,0.52,,0.25,1.25,,
Northern Ky.,2018,0.95,3.7,0.511,,3.7,0.09,0.24,0.355,0.26,,0.46,,0.276,1.17,,
Northern Ky.,2019,0.958,3.31,0.4,30.0,3.66,0.11,0.25,0.326,0.42,0.322,0.71,1.48,0.253,1.04,5.0,
Northwestern,2013,0.955,5.25,0.585,,3.6,0.28,0.91,0.478,0.25,,0.81,,0.304,1.42,,
Northwestern,2014,0.97,6.55,0.66,,3.85,0.3,0.81,0.496,0.17,0.432,1.58,,0.332,1.34,,7.64
Northwestern,2015,0.962,6.27,0.549,,5.11,0.12,1.2,0.504,0.33,,1.04,,0.31,1.25,,
Northwestern,2016,0.957,5.13,0.491,,3.82,0.09,0.91,0.43,0.55,,1.36,,0.278,1.13,,
Northwestern,2017,0.961,4.02,0.463,,3.35,0.13,0.22,0.339,0.39,,1.63,,0.258,1.09,,
Northwestern,2018,0.957,5.93,0.667,,3.85,0.21,0.82,0.455,0.32,0.398,2.0,,0.293,1.4,,
Northwestern,2019,0.974,5.23,0.783,53.0,1.95,0.15,0.95,0.444,0.15,0.387,0.77,3.77,0.266,1.33,17.0,
Northwestern State,2013,0.966,4.69,0.727,,2.15,0.24,0.71,0.44,0.24,,0.91,,0.296,1.24,,
Northwestern State,2014,0.965,5.75,0.577,,3.54,0.13,1.19,0.504,0.08,,0.6,,0.307,1.44,,
Northwestern State,2015,0.95,6.07,0.667,,2.99,0.17,1.52,0.553,0.22,,0.24,,0.312,1.65,,
Northwestern State,2016,0.954,4.62,0.519,,3.67,0.08,1.08,0.458,0.17,,0.31,,0.28,1.31,,
Northwestern State,2017,0.955,4.18,0.412,,3.84,0.23,0.54,0.371,0.28,,0.7,,0.253,1.02,,
Northwestern State,2018,0.959,4.85,0.528,,3.33,0.19,0.68,0.406,0.25,,0.92,,0.266,1.19,,
Northwestern State,2019,0.966,3.86,0.526,33.0,2.83,0.18,0.61,0.387,0.21,0.35,1.04,1.66,0.261,1.07,9.0,
Notre Dame,2013,0.971,5.69,0.741,,2.14,0.19,1.02,0.497,0.16,,1.38,,0.314,1.45,,
Notre Dame,2014,0.974,6.69,0.759,,2.62,0.22,0.98,0.552,0.31,0.419,1.31,,0.357,1.98,,7.0
Notre Dame,2015,0.973,6.93,0.737,11.0,2.92,0.16,0.96,0.526,0.18,0.419,1.4,,0.351,1.56,,
Notre Dame,2016,0.974,6.8,0.768,15.0,3.24,0.2,0.71,0.495,0.3,0.407,1.84,,0.347,1.55,,
Notre Dame,2017,0.96,4.89,0.596,16.0,3.89,0.18,0.65,0.426,0.4,,0.98,,0.299,1.14,,
Notre Dame,2018,0.964,4.35,0.596,,2.95,0.14,0.61,0.409,0.25,,1.0,,0.282,1.12,,
Notre Dame,2019,0.967,6.0,0.673,20.0,2.68,0.11,0.93,0.491,0.44,0.412,1.64,1.58,0.33,1.29,11.0,
Oakland,2013,0.95,2.48,0.242,,2.95,0.23,0.29,0.313,0.13,,1.19,,0.24,0.68,,
Oakland,2014,0.954,3.54,0.41,,3.44,0.23,0.21,,0.18,,1.51,,0.263,0.82,,
Oakland,2015,0.959,4.65,0.529,,2.94,0.22,0.86,0.443,0.18,,1.41,,0.295,1.06,,
Oakland,2016,0.944,2.98,0.295,17.0,2.97,0.16,0.36,0.34,0.18,,0.91,,0.243,1.16,,
Oakland,2017,0.954,3.41,0.435,,2.84,0.2,0.28,0.351,0.15,,0.28,,0.259,1.17,,
Oakland,2018,0.955,4.24,0.46,,3.35,0.48,0.52,0.399,0.18,,0.46,,0.266,1.06,,
Oakland,2019,0.954,4.71,0.353,18.0,5.38,0.24,0.43,0.402,0.22,0.369,0.71,1.48,0.292,1.37,2.0,
Ohio,2013,0.955,4.68,0.491,,4.02,0.16,1.4,0.473,0.09,,1.12,,0.253,1.05,,
Ohio,2014,0.96,3.71,0.552,,2.92,0.1,0.71,,0.09,,0.88,,0.264,1.12,,7.02
Ohio,2015,0.952,4.09,0.319,,5.91,0.15,0.55,0.386,0.23,,0.83,,0.267,1.04,,
Ohio,2016,0.967,3.45,0.617,,2.01,0.03,0.43,0.335,0.13,,1.72,,0.252,0.87,,
Ohio,2017,0.971,4.34,0.677,,1.96,0.13,0.58,0.417,0.18,,0.87,,0.282,1.42,,
Ohio,2018,0.954,5.33,0.702,,2.51,0.3,1.0,0.462,0.16,,0.65,,0.283,1.26,,
Ohio,2019,0.955,5.44,0.618,41.0,3.3,0.25,1.24,0.489,0.15,0.379,0.95,1.81,0.295,1.16,4.0,
Ohio State,2013,0.961,5.27,0.607,,3.02,0.14,0.66,0.421,0.38,,0.98,,0.285,1.48,,
Ohio State,2014,0.96,4.55,0.545,,4.11,0.15,0.67,,0.33,,0.38,,0.285,1.44,,
Ohio State,2015,0.96,7.31,0.577,,5.69,0.17,1.44,0.563,0.23,0.416,0.71,,0.344,1.5,,
Ohio State,2016,0.973,5.53,0.627,,3.36,0.22,1.15,0.492,0.24,,0.87,,0.294,1.44,,
Ohio State,2017,0.969,5.26,0.66,,2.47,0.17,1.19,0.475,0.32,,1.04,,0.289,1.06,,
Ohio State,2018,0.965,5.21,0.692,,2.9,0.21,1.23,0.473,0.38,,0.62,,0.264,1.44,,
Ohio State,2019,0.967,5.09,0.66,28.0,2.29,0.21,1.08,0.48,0.55,0.374,1.19,1.37,0.296,1.42,14.0,
Oklahoma,2013,0.978,7.8,0.934,,1.16,0.08,1.54,0.582,0.23,,1.13,,0.335,1.57,,
Oklahoma,2014,0.978,7.03,0.797,,2.77,0.17,1.41,0.546,0.47,0.431,1.13,,0.319,1.22,,6.41
Oklahoma,2015,0.979,8.4,0.845,,2.19,0.28,1.84,0.657,0.33,0.473,0.95,,0.361,1.53,,
Oklahoma,2016,0.983,6.69,0.877,,2.26,0.2,1.08,0.538,0.35,0.427,1.22,,0.351,1.54,,
Oklahoma,2017,0.977,6.26,0.871,,1.55,0.1,0.94,0.471,0.3,0.393,1.6,,0.311,1.41,,
Oklahoma,2018,0.986,6.66,0.919,,1.12,0.11,1.32,0.532,0.23,0.424,1.16,,0.321,1.23,,
Oklahoma,2019,0.984,7.3,0.905,14.0,1.4,0.3,1.83,0.639,0.25,0.435,0.97,6.5,0.344,1.6,28.0,
Oklahoma State,2013,0.959,3.95,0.536,,2.63,0.07,0.61,0.37,0.13,,0.54,,0.25,1.09,,
Oklahoma State,2014,0.959,3.87,0.481,,2.97,0.02,0.46,,0.11,,1.41,,0.287,1.0,,7.03
Oklahoma State,2015,0.957,4.63,0.404,,4.66,0.19,0.58,0.396,0.35,,2.06,,0.276,0.92,,
Oklahoma State,2016,0.965,5.84,0.552,,4.55,0.16,0.91,0.466,0.28,0.407,1.26,,0.3,1.31,,
Oklahoma State,2017,0.966,4.94,0.603,,3.51,0.14,0.51,0.408,0.49,0.396,1.08,,0.288,1.22,,
Oklahoma State,2018,0.97,5.69,0.639,,2.64,0.13,1.02,0.48,0.26,0.402,0.49,,0.314,1.18,,
Oklahoma State,2019,0.971,5.74,0.726,37.0,2.75,0.1,1.32,0.505,0.61,0.384,0.92,1.42,0.285,1.55,12.0,
Ole Miss,2013,0.979,4.32,0.446,,4.92,0.16,0.63,0.407,0.27,,1.41,,0.276,1.04,,
Ole Miss,2014,0.956,4.55,0.415,,3.84,0.15,0.57,,0.28,,0.94,,0.285,1.04,,
Ole Miss,2015,0.964,5.51,0.545,,4.3,0.24,0.87,0.471,0.36,,1.65,,0.31,1.13,,
Ole Miss,2016,0.978,4.35,0.651,,3.26,0.16,0.41,0.379,0.27,,2.0,,0.287,0.76,,
Ole Miss,2017,0.975,5.05,0.683,,2.1,0.25,0.51,0.402,0.44,,1.6,,0.294,0.86,,
Ole Miss,2018,0.967,4.18,0.561,,2.8,0.16,0.47,0.361,0.42,,1.42,,0.257,1.02,,
Ole Miss,2019,0.958,5.18,0.672,26.0,2.29,0.38,0.66,0.423,0.39,0.364,2.1,3.91,0.274,1.1,14.0,
Omaha,2016,0.956,6.39,0.508,,5.39,0.24,1.41,0.536,0.37,,0.53,,0.295,1.73,,
Omaha,2017,0.948,3.91,0.333,,4.97,0.13,0.67,0.404,0.58,,0.82,,0.275,1.07,,
Omaha,2018,0.952,3.88,0.392,,4.78,0.1,0.71,0.389,0.22,,1.0,,0.254,1.2,,
Omaha,2019,0.955,2.53,0.085,35.0,6.8,0.02,0.4,0.311,0.43,0.292,0.4,0.61,0.215,1.11,,
Oregon,2013,0.966,6.13,0.82,,1.64,0.05,1.31,0.526,0.21,,1.34,,0.329,1.26,,
Oregon,2014,0.971,6.74,0.856,,1.82,0.3,0.95,0.518,0.18,0.423,1.2,,0.342,1.24,,7.62
Oregon,2015,0.967,7.37,0.864,,2.42,0.22,1.37,0.593,0.2,0.461,1.54,,0.359,1.64,,
Oregon,2016,0.97,7.6,0.828,,2.14,0.16,1.64,0.618,0.47,0.435,0.83,,0.353,1.76,,
Oregon,2017,0.967,6.39,0.871,,1.42,0.18,0.74,0.469,0.39,0.42,1.63,,0.326,1.06,,
Oregon,2018,0.973,6.11,0.841,,1.38,0.13,1.24,0.524,0.37,0.401,1.27,,0.322,1.38,,
Oregon,2019,0.969,4.33,0.423,41.0,5.1,0.1,0.81,0.41,0.21,0.365,0.92,1.47,0.265,1.06,5.0,
Oregon State,2013,0.967,4.78,0.586,,3.66,0.19,0.9,0.438,0.29,,0.86,,0.278,1.05,,
Oregon State,2014,0.941,4.31,0.367,,4.98,0.29,0.55,,0.22,,0.53,,0.287,1.22,,
Oregon State,2015,0.951,5.77,0.5,,4.94,0.15,0.88,0.462,0.27,,0.58,,0.298,1.42,,
Oregon State,2016,0.962,5.22,0.598,,3.17,0.24,0.69,0.451,0.25,,1.04,,0.306,1.47,,
Oregon State,2017,0.946,4.62,0.509,,3.25,0.11,0.65,0.415,0.31,,0.84,,0.295,1.0,,
Oregon State,2018,0.953,3.79,0.517,,2.86,0.09,0.59,0.368,0.31,,0.95,,0.262,0.9,,
Oregon State,2019,0.943,4.07,0.578,20.0,3.53,0.11,0.6,0.381,0.33,0.333,1.16,2.31,0.258,1.18,9.0,
Pacific,2013,0.96,4.05,0.5,,2.91,0.09,0.32,0.37,0.27,,0.54,,0.284,1.16,,
Pacific,2014,0.961,4.25,0.417,,4.26,0.21,0.38,,0.29,,0.69,,0.277,0.9,,
Pacific,2015,0.964,3.22,0.345,,4.45,0.13,0.55,0.364,0.35,,0.51,,0.247,1.02,,
Pacific,2016,0.968,3.73,0.417,,4.12,0.13,0.6,0.39,0.52,,0.5,,0.267,1.04,,
Pacific,2017,0.951,3.96,0.519,,3.4,0.15,0.57,0.399,0.44,,0.24,,0.275,1.17,,
Pacific,2018,0.952,3.96,0.426,,3.82,0.11,0.53,0.387,0.23,,0.45,,0.272,1.23,,
Pacific,2019,0.945,3.02,0.347,37.0,4.24,0.12,0.39,0.344,0.33,0.318,0.51,1.25,0.244,1.04,6.0,
Penn,2013,0.966,4.82,0.6,,3.62,0.16,0.58,0.387,0.2,,1.22,,0.269,1.0,,
Penn,2014,0.953,4.36,0.464,,3.21,0.05,0.67,,0.21,,0.81,,0.272,1.14,,
Penn,2015,0.959,4.76,0.524,,3.23,0.21,0.52,0.415,0.1,,1.26,,0.289,1.45,,
Penn,2016,0.948,4.05,0.523,,3.71,0.27,0.45,0.404,0.11,,1.2,,0.295,1.0,,
Penn,2017,0.967,4.6,0.55,,3.44,0.15,0.68,0.417,0.13,,1.23,,0.296,1.13,,
Penn,2018,0.95,5.3,0.459,16.0,4.74,0.19,0.51,0.406,0.11,,1.54,,0.297,1.08,,
Penn,2019,0.959,4.72,0.564,18.0,3.15,0.15,0.56,0.448,0.21,0.387,1.1,1.41,0.321,1.49,7.0,
Penn State,2013,0.953,4.22,0.32,,5.96,0.12,0.84,0.412,0.18,,0.92,,0.261,1.16,,
Penn State,2014,0.961,3.24,0.286,,5.39,0.33,0.27,,0.18,,0.41,,0.246,0.94,,
Penn State,2015,0.966,5.04,0.509,,4.88,0.16,0.81,0.446,0.42,,0.32,,0.295,1.28,,
Penn State,2016,0.969,5.35,0.556,,4.02,0.15,0.67,0.448,0.33,,0.63,,0.314,1.39,,
Penn State,2017,0.954,3.59,0.411,,4.25,0.14,0.43,0.358,0.16,,0.48,,0.256,1.0,,
Penn State,2018,0.96,2.6,0.18,,5.96,0.08,0.38,0.303,0.16,,0.3,,0.217,0.78,,
Penn State,2019,0.942,3.93,0.429,16.0,3.51,0.16,0.88,0.427,0.14,0.34,0.7,2.58,0.261,1.2,6.0,
Pittsburgh,2013,0.948,3.4,0.396,,4.02,0.1,0.67,0.368,0.25,,0.38,,0.238,1.17,,
Pittsburgh,2014,0.958,3.32,0.341,,4.66,0.07,0.75,,0.27,,0.59,,0.24,0.89,,
Pittsburgh,2015,0.972,5.41,0.627,,4.05,0.05,0.88,0.447,0.49,,0.53,,0.294,1.46,,
Pittsburgh,2016,0.96,6.29,0.596,9.0,3.86,0.02,1.44,0.546,0.44,0.413,0.58,,0.317,1.6,,
Pittsburgh,2017,0.975,4.4,0.511,,4.11,0.13,0.85,0.406,0.45,,0.72,,0.261,1.09,,
Pittsburgh,2018,0.97,4.96,0.644,15.0,3.03,0.08,1.04,0.438,0.65,,0.75,,0.266,1.21,,
Pittsburgh,2019,0.956,3.56,0.241,39.0,6.18,0.07,1.02,0.402,0.46,0.337,0.7,0.58,0.244,0.78,3.0,
Portland State,2013,0.956,3.8,0.446,,3.96,0.05,0.8,0.41,0.34,,0.18,,0.259,1.41,,
Portland State,2014,0.965,3.61,0.182,,7.1,0.07,0.39,,0.18,,0.39,,0.252,1.07,,
Portland State,2015,0.948,4.25,0.314,,4.72,0.1,0.47,0.377,0.25,,0.86,,0.275,1.1,,
Portland State,2016,0.944,3.69,0.286,,6.37,0.04,0.35,0.37,0.2,,0.71,,0.284,1.1,,
Portland State,2017,0.937,2.58,0.2,,6.54,0.11,0.09,0.316,0.24,,0.69,,0.254,1.0,,
Portland State,2018,0.96,3.88,0.346,,5.07,0.19,0.54,0.378,0.35,,0.83,,0.261,1.04,,
Portland State,2019,0.967,4.33,0.392,22.0,4.36,0.2,0.49,0.413,0.33,0.355,0.51,1.45,0.292,1.57,3.0,
Prairie View,2013,0.953,5.43,0.452,,5.83,0.14,0.6,0.46,0.24,,1.1,,0.321,1.45,,
Prairie View,2014,0.937,4.17,0.31,,7.19,0.24,0.36,,0.29,,1.29,,0.283,0.9,,
Prairie View,2015,0.929,4.64,0.25,,7.52,0.11,0.33,0.4,0.17,,2.08,,0.296,1.39,,
Prairie View,2016,0.95,4.42,0.263,,6.01,0.05,0.61,0.388,0.13,,1.18,,0.273,0.97,,
Prairie View,2017,0.952,4.48,0.417,,5.49,0.1,0.52,0.385,0.15,,2.21,,0.276,0.96,,
Prairie View,2018,0.963,4.14,0.465,,4.67,0.14,0.4,0.368,0.14,,1.14,,0.273,0.95,,
Prairie View,2019,0.959,5.49,0.638,22.0,3.37,0.21,0.6,0.431,0.23,0.395,1.43,1.42,0.304,1.17,5.0,
Presbyterian,2013,0.946,4.6,0.415,,4.81,0.13,0.85,0.423,0.15,,0.77,,0.27,1.32,,
Presbyterian,2014,0.958,4.04,0.5,,3.61,0.17,0.71,,0.25,,0.63,,0.253,1.19,,
Presbyterian,2015,0.965,4.44,0.5,,3.78,0.04,0.74,0.418,0.34,,0.76,,0.285,1.18,,
Presbyterian,2016,0.963,3.55,0.472,,3.48,0.04,0.77,0.373,0.3,,0.74,,0.237,1.09,,
Presbyterian,2017,0.958,3.08,0.36,,4.08,0.14,0.3,0.311,0.2,,0.72,,0.232,0.8,,
Presbyterian,2018,0.936,2.11,0.087,,5.63,0.04,0.17,0.261,0.24,,0.48,,0.21,0.65,,
Presbyterian,2019,0.952,3.26,0.226,40.0,5.56,0.06,0.28,0.321,0.21,0.318,1.42,0.58,0.253,0.79,,
Princeton,2013,0.963,4.84,0.578,,2.59,0.09,0.91,0.441,0.16,,0.56,,0.296,1.33,,
Princeton,2014,0.958,3.0,0.395,,3.66,0.05,0.35,,0.3,,0.67,,0.241,1.07,,
Princeton,2015,0.964,3.57,0.429,13.0,3.44,0.17,0.36,0.348,0.24,,0.45,,0.253,1.12,,
Princeton,2016,0.96,4.02,0.451,,3.73,0.06,0.59,0.38,0.2,,0.84,,0.27,1.1,,
Princeton,2017,0.977,4.6,0.556,,4.21,0.16,0.53,0.421,0.27,,1.02,,0.296,1.47,,
Princeton,2018,0.963,3.51,0.256,,6.13,0.18,0.36,0.367,0.33,,1.0,,0.271,1.08,,
Princeton,2019,0.96,3.68,0.341,16.0,5.29,0.1,0.22,0.349,0.15,0.351,1.17,1.19,0.275,0.93,7.0,
Providence,2013,0.962,4.38,0.452,,4.93,0.08,0.63,0.409,0.31,,0.67,,0.289,1.19,,
Providence,2014,0.943,2.46,0.171,,4.43,,0.4,,0.06,,0.57,,0.231,0.89,,
Providence,2015,0.954,4.03,0.41,9.0,4.84,0.18,0.95,0.42,0.31,,0.28,,0.249,1.23,,
Providence,2016,0.954,4.47,0.429,,4.15,0.16,0.43,0.396,0.41,,0.53,,0.284,1.29,,
Providence,2017,0.954,5.56,0.479,,4.88,0.21,0.67,0.442,0.27,0.39,0.48,,0.293,1.54,,
Providence,2018,0.961,3.22,0.289,,4.16,0.13,0.53,0.346,0.24,,0.82,,0.231,1.07,,
Providence,2019,0.958,3.73,0.577,33.0,2.65,0.12,0.56,0.372,0.35,0.324,0.83,2.22,0.253,1.31,7.0,
Purdue,2013,0.963,3.93,0.418,,3.35,0.15,0.35,0.354,0.27,,2.18,,0.269,0.95,,
Purdue,2014,0.956,4.16,0.491,,3.02,0.13,0.73,,0.2,,1.13,,0.297,1.46,,
Purdue,2015,0.97,3.98,0.554,,2.52,0.29,0.46,0.4,0.13,,1.55,,0.279,1.16,,
Purdue,2016,0.953,3.64,0.491,,3.04,0.25,0.45,0.354,0.42,,1.45,,0.242,1.02,,
Purdue,2017,0.943,3.21,0.357,,4.63,0.13,0.23,0.331,0.43,,1.14,,0.261,0.82,,
Purdue,2018,0.961,3.04,0.286,,5.08,0.07,0.45,0.33,0.18,,0.32,,0.24,0.84,,
Purdue,2019,0.966,4.76,0.54,24.0,3.99,0.14,0.65,0.412,0.29,0.377,0.51,1.26,0.282,1.19,3.0,
Purdue Fort Wayne,2013,0.966,4.54,0.68,,2.39,0.14,0.56,0.409,0.16,,1.54,,0.285,1.4,,
Purdue Fort Wayne,2014,0.963,4.84,0.727,,2.15,0.02,0.78,,0.13,,0.64,,0.282,1.4,,9.13
Purdue Fort Wayne,2015,0.916,1.5,0.063,,10.43,,0.27,0.269,0.21,,0.46,,0.198,0.67,,
Purdue Fort Wayne,2016,0.934,3.41,0.216,,6.23,0.12,0.33,0.341,0.12,,0.55,,0.256,0.84,,
Purdue Fort Wayne,2017,0.943,3.21,0.25,,5.8,0.15,0.33,0.343,0.23,,0.71,,0.252,1.0,,
Purdue Fort Wayne,2018,0.952,3.89,0.352,,4.65,0.09,0.46,0.352,0.31,,0.74,,0.248,1.13,,
Purdue Fort Wayne,2019,0.949,2.71,0.204,22.0,4.5,0.04,0.27,0.314,0.49,0.32,0.65,0.51,0.24,1.0,,
Quinnipiac,2013,0.949,4.12,0.327,,4.95,0.13,0.46,0.372,0.42,,0.94,,0.272,0.94,,
Quinnipiac,2014,0.936,3.4,0.234,,5.87,0.06,0.6,,0.17,,0.72,,0.257,1.28,,
